event_id,customer_id,event_name,event_time
EVT00003162,CUSXE95563318,OTP Verified,01/08/2025
EVT00003163,CUSXE95563318,E-Sign Completed,2025-12-18 23:18:04
EVT00003164,CUSXE95563318,Document Uploaded,2026-05-27
EVT00003165,CUSXE95563318,KYC Completed,04-19-2025
EVT00003166,CUSXE95563318,Login,06-Feb-2026
EVT00003167,CUSXE95563318,E-Sign Completed,08-15-2025
EVT00003168,CUSXE95563318,Document Uploaded,28-Mar-2026
EVT00003169,CUSJP31670450,Esign_Completed,03-09-2025
EVT00003170,CUSJP31670450,KYC Completed,18-Jun-2026
EVT00003171,CUSJP31670450,KYC Completed,14-Apr-2025
EVT00003172,CUSJP31670450,OTP Verified,02-26-2026
EVT00003173,CUSJP31670450,E-Sign Completed,15/01/2025
EVT00003174,CUSJP31670450,Account Activated,12/12/2025
EVT00003175,CUSHY26228225,OTP Verified,22/02/2025
EVT00003176,CUSHY26228225,account_activated,2025-10-28 14:25:17
EVT00003177,CUSHY26228225,PAN Verified,04-02-2025
EVT00003178,CUSHY26228225,account_activated,24/01/2025
EVT00003179,CUSHY26228225,KYC Completed,2025-11-20 15:17:17
EVT00003180,CUSHY26228225,OTP Verified,29/01/2026
EVT00003181,CUSHY26228225,Esign_Completed,14/10/2025
EVT00003182,CUSHY26228225,Esign_Completed,12-14-2025
EVT00003183,CUSKG26086982,Esign_Completed,19-Mar-2025
EVT00003184,CUSKG26086982,KYC Completed,2026-02-13 18:49:22
EVT00003185,CUSKG26086982,otp_verified,03/01/2025
EVT00003186,CUSKG26086982,OTP Verified,2025-01-26
EVT00003187,CUSKG26086982,kyc_completed,2025-01-01
EVT00003188,CUSKG26086982,kyc_completed,21/03/2025
EVT00003189,CUSKG26086982,Account Approved,05-01-2025
EVT00003190,CUSKG26086982,KYC Completed,2026-02-05 01:15:44
EVT00003191,CUSQT77425859,Session Started,23/11/2025
EVT00003192,CUSQT77425859,Session Started,2026-05-18 14:13:18
EVT00003193,CUSQT77425859,kyc_completed,2025-08-17 22:47:58
EVT00003194,CUSQL13342457,Document Uploaded,2025-03-19 08:08:36
EVT00003195,CUSQL13342457,KYC Completed,06-01-2025
EVT00003196,CUSQL13342457,kyc_completed,03-13-2025
EVT00003197,CUSEW03265097,kyc_completed,14-Jun-2025
EVT00003198,CUSEW03265097,OTP Verified,07-08-2025
EVT00003199,CUSEW03265097,Account Approved,05-29-2025
EVT00003200,CUSQE45787158,OTP Verified,07-19-2025
EVT00003201,CUSQE45787158,Account Activated,25/12/2025
EVT00003202,CUSQE45787158,kyc_completed,2026-01-01 16:09:54
EVT00003203,CUSQE45787158,PAN Verified,04/11/2025
EVT00003204,CUSQE45787158,Session Started,04-21-2026
EVT00003205,CUSQE45787158,Account Approved,10-15-2025
EVT00003206,CUSQE45787158,Document Uploaded,10-Jun-2026
EVT00003207,CUSQE45787158,Document Uploaded,14-Nov-2025
EVT00003208,CUSQE45787158,KYC Completed,2025-09-02 22:35:41
EVT00003209,CUSMJ76818268,otp_verified,18/09/2025
EVT00003210,CUSMJ76818268,PAN Verified,2025-08-06 14:11:38
EVT00003211,CUSMJ76818268,Account Approved,28/12/2025
EVT00003212,CUSMJ76818268,Login,2025-06-18 16:58:29
EVT00003213,CUSMJ76818268,PAN Verified,2025-11-08
EVT00003214,CUSOW38252129,otp_verified,2026-01-22 01:56:24
EVT00003215,CUSOW38252129,Document Uploaded,11-25-2025
EVT00003216,CUSOW38252129,Account Activated,05-Feb-2025
EVT00003217,CUSOW38252129,Document Uploaded,2025-10-26 12:26:25
EVT00003218,CUSOW38252129,Account Approved,2025-08-06 13:43:56
EVT00003219,CUSED01484399,account_activated,2025-05-05 06:12:12
EVT00003220,CUSED01484399,Session Started,12-07-2025
EVT00003221,CUSED01484399,kyc_completed,2026-03-08
EVT00003222,CUSED01484399,otp_verified,06-Aug-2025
EVT00003223,CUSED01484399,E-Sign Completed,2025-02-26 00:55:02
EVT00003224,CUSED01484399,PAN Verified,11-30-2025
EVT00003225,CUSED01484399,KYC Completed,04-21-2025
EVT00003226,CUSED01484399,OTP Verified,06-27-2026
EVT00003227,CUSED01484399,Account Approved,15/06/2025
EVT00003228,CUSCJ34261923,Login,08-Jun-2026
EVT00003229,CUSCJ34261923,otp_verified,2026-03-14
EVT00003230,CUSCJ34261923,Esign_Completed,13-Feb-2025
EVT00003231,CUSCJ34261923,Session Started,2025-01-14
EVT00003232,CUSCJ34261923,kyc_completed,27/04/2025
EVT00003233,CUSCJ34261923,E-Sign Completed,2025-12-07 16:08:49
EVT00003234,CUSCJ34261923,Document Uploaded,29-Apr-2026
EVT00003235,CUSCJ34261923,Session Started,06-03-2026
EVT00003236,CUSCJ34261923,Esign_Completed,04-29-2026
EVT00003237,CUSQH97215406,Account Activated,09-Jun-2026
EVT00003238,CUSQH97215406,Account Activated,03-12-2026
EVT00003239,CUSQH97215406,PAN Verified,03-29-2026
EVT00003240,CUSQH97215406,E-Sign Completed,06-28-2025
EVT00003241,CUSQH97215406,otp_verified,17/02/2026
EVT00003242,CUSQH97215406,Document Uploaded,2026-03-09
EVT00003243,CUSQH97215406,Session Started,2025-06-30
EVT00003244,CUSQH97215406,Session Started,26-May-2026
EVT00003245,CUSQH97215406,KYC Completed,12-26-2025
EVT00003246,CUSVA66014448,Esign_Completed,07-10-2025
EVT00003247,CUSVA66014448,otp_verified,2025-11-16
EVT00003248,CUSVA66014448,Account Activated,02/04/2025
EVT00003249,CUSVA66014448,kyc_completed,15/01/2025
EVT00003250,CUSVA66014448,Session Started,19-Mar-2025
EVT00003251,CUSVA66014448,Account Approved,03-04-2025
EVT00003252,CUSVA66014448,account_activated,2025-06-12
EVT00003253,CUSVA66014448,Session Started,2025-03-27 11:47:27
EVT00003254,CUSCM78996986,PAN Verified,03/01/2026
EVT00003255,CUSCM78996986,kyc_completed,2026-05-24
EVT00003256,CUSLB98066039,PAN Verified,05-09-2026
EVT00003257,CUSLB98066039,Session Started,01-20-2025
EVT00003258,CUSLB98066039,Account Approved,2025-04-03 20:58:22
EVT00003259,CUSLB98066039,OTP Verified,2025-08-09
EVT00003260,CUSLB98066039,Document Uploaded,06-09-2025
EVT00003261,CUSLB98066039,Login,2025-03-25
EVT00003262,CUSLB98066039,Esign_Completed,2026-03-15
EVT00003263,CUSLB98066039,otp_verified,16-Jul-2025
EVT00003264,CUSVZ57423885,KYC Completed,01/05/2026
EVT00003265,CUSVZ57423885,account_activated,2025-01-29
EVT00003266,CUSVZ57423885,Esign_Completed,2026-05-01
EVT00003267,CUSVZ57423885,account_activated,03-11-2026
EVT00003268,CUSVZ57423885,account_activated,2025-10-22 21:13:10
EVT00003269,CUSVZ57423885,E-Sign Completed,06-18-2025
EVT00003270,CUSVZ57423885,Account Approved,03/02/2026
EVT00003271,CUSVZ57423885,otp_verified,03-16-2025
EVT00003272,CUSVZ57423885,Login,2025-05-17 17:55:31
EVT00003273,CUSVZ97263475,Login,2025-12-15
EVT00003274,CUSVZ97263475,KYC Completed,2025-12-20
EVT00003275,CUSQZ26913119,account_activated,07/07/2025
EVT00003276,CUSQZ26913119,Account Approved,04-23-2026
EVT00003277,CUSQZ26913119,Esign_Completed,01-11-2026
EVT00003278,CUSQZ26913119,Login,04-07-2025
EVT00003279,CUSOS70382407,otp_verified,02/09/2025
EVT00003280,CUSOS70382407,account_activated,2026-03-08
EVT00003281,CUSOS70382407,Login,11-11-2025
EVT00003282,CUSOS70382407,PAN Verified,2025-10-23 13:28:17
EVT00003283,CUSOS70382407,PAN Verified,2026-05-22 23:47:33
EVT00003284,CUSOS70382407,Session Started,2026-05-26
EVT00003285,CUSOS70382407,otp_verified,2025-04-27 04:24:10
EVT00003286,CUSOS70382407,Document Uploaded,09-19-2025
EVT00003287,CUSOK89362896,kyc_completed,27-Jun-2025
EVT00003288,CUSOK89362896,Esign_Completed,2026-02-28
EVT00003289,CUSOK89362896,kyc_completed,13/03/2025
EVT00003290,CUSOK89362896,account_activated,2025-05-31 21:06:45
EVT00003291,CUSOK89362896,Account Activated,12/03/2026
EVT00003292,CUSOK89362896,kyc_completed,2025-04-24
EVT00003293,CUSOK89362896,Account Activated,06-10-2026
EVT00003294,CUSUG38921878,account_activated,2025-05-04 06:36:02
EVT00003295,CUSUG38921878,Login,2025-06-27
EVT00003296,CUSET12087805,PAN Verified,07-14-2025
EVT00003297,CUSET12087805,Account Approved,24/02/2026
EVT00003298,CUSET12087805,Esign_Completed,10/12/2025
EVT00003299,CUSET12087805,Esign_Completed,08-Aug-2025
EVT00003300,CUSET12087805,otp_verified,2025-05-21
EVT00003301,CUSET12087805,kyc_completed,30-Sep-2025
EVT00003302,CUSXI84539862,kyc_completed,03-Mar-2026
EVT00003303,CUSXI84539862,Account Approved,2026-06-18 03:43:31
EVT00003304,CUSXI84539862,Esign_Completed,2026-01-23
EVT00003305,CUSXI84539862,OTP Verified,03-04-2026
EVT00003306,CUSXI84539862,KYC Completed,2025-12-23
EVT00003307,CUSXI84539862,KYC Completed,03-13-2026
EVT00003308,CUSXI84539862,Login,17-Jun-2025
EVT00003309,CUSXI84539862,kyc_completed,08-28-2025
EVT00003310,CUSFG39220715,Account Activated,2025-02-06
EVT00003311,CUSFG39220715,account_activated,10-28-2025
EVT00003312,CUSFG39220715,Session Started,2025-05-07
EVT00003313,CUSFG39220715,KYC Completed,2025-12-11 08:16:23
EVT00003314,CUSVC12463351,PAN Verified,24/04/2026
EVT00003315,CUSVC12463351,PAN Verified,05/03/2026
EVT00003316,CUSVC12463351,Account Approved,21-Jun-2026
EVT00003317,CUSMO64099512,otp_verified,24-Jun-2025
EVT00003318,CUSMO64099512,Document Uploaded,2025-03-28
EVT00003319,CUSMO64099512,kyc_completed,2025-05-08 05:23:42
EVT00003320,CUSGW70908144,kyc_completed,02/04/2026
EVT00003321,CUSGW70908144,OTP Verified,2025-07-02 07:37:59
EVT00003322,CUSGW70908144,account_activated,05/10/2025
EVT00003323,CUSGW70908144,Session Started,09/01/2026
EVT00003324,CUSGW70908144,otp_verified,2026-03-24 10:41:27
EVT00003325,CUSGW70908144,account_activated,2025-08-13
EVT00003326,CUSGW70908144,KYC Completed,2025-04-11 14:12:46
EVT00003327,CUSGW70908144,otp_verified,03/04/2025
EVT00003328,CUSYZ15352373,otp_verified,11/08/2025
EVT00003329,CUSYZ15352373,account_activated,27-Mar-2025
EVT00003330,CUSYZ15352373,Document Uploaded,06/08/2025
EVT00003331,CUSYZ15352373,kyc_completed,2025-08-16
EVT00003332,CUSYZ15352373,E-Sign Completed,2026-05-05 16:12:49
EVT00003333,CUSYZ15352373,kyc_completed,05-19-2025
EVT00003334,CUSZB34527346,Session Started,06-Aug-2025
EVT00003335,CUSZB34527346,Document Uploaded,06/10/2025
EVT00003336,CUSZB34527346,Esign_Completed,01-20-2025
EVT00003337,CUSZB34527346,E-Sign Completed,16-Mar-2026
EVT00003338,CUSZB34527346,account_activated,05-21-2025
EVT00003339,CUSPU03149982,Esign_Completed,2025-07-12 20:25:11
EVT00003340,CUSPU03149982,Account Approved,2025-10-06
EVT00003341,CUSPU03149982,Document Uploaded,18-Feb-2025
EVT00003342,CUSPU03149982,Account Activated,01-26-2025
EVT00003343,CUSPU03149982,OTP Verified,2025-06-26
EVT00003344,CUSPU03149982,otp_verified,2026-04-01
EVT00003345,CUSPU03149982,Account Approved,2025-05-27
EVT00003346,CUSPU03149982,Login,2025-07-12
EVT00003347,CUSPU03149982,Account Activated,2025-10-22
EVT00003348,CUSTN03172351,KYC Completed,2025-05-21 03:03:39
EVT00003349,CUSTN03172351,otp_verified,27-Jun-2025
EVT00003350,CUSTN03172351,Esign_Completed,2026-04-27
EVT00003351,CUSTN03172351,kyc_completed,29-Apr-2026
EVT00003352,CUSTN03172351,Document Uploaded,2025-04-22
EVT00003353,CUSTN03172351,Document Uploaded,2026-01-16
EVT00003354,CUSTN03172351,Session Started,06/08/2025
EVT00003355,CUSRK02293946,Login,2025-02-02 02:46:26
EVT00003356,CUSRK02293946,PAN Verified,2025-09-19 20:51:36
EVT00003357,CUSRK02293946,Login,2025-04-28
EVT00003358,CUSRK02293946,Login,08-07-2025
EVT00003359,CUSRK02293946,PAN Verified,2025-02-06
EVT00003360,CUSRK02293946,otp_verified,01-08-2026
EVT00003361,CUSRK02293946,Login,27-Oct-2025
EVT00003362,CUSRK02293946,account_activated,2025-07-29
EVT00003363,CUSKY60723111,account_activated,2025-05-18
EVT00003364,CUSKY60723111,account_activated,17/03/2026
EVT00003365,CUSKY60723111,kyc_completed,2025-11-03
EVT00003366,CUSKY60723111,Esign_Completed,02/01/2025
EVT00003367,CUSKY60723111,KYC Completed,2026-06-17 23:09:05
EVT00003368,CUSKY60723111,Session Started,12/08/2025
EVT00003369,CUSKY60723111,KYC Completed,2025-01-20
EVT00003370,CUSKY60723111,Login,07-18-2025
EVT00003371,CUSCE63187328,PAN Verified,2025-11-20 09:17:41
EVT00003372,CUSCE63187328,Document Uploaded,10-25-2025
EVT00003373,CUSCE63187328,OTP Verified,2026-05-12 09:26:20
EVT00003374,CUSBN13062113,Document Uploaded,06/02/2025
EVT00003375,CUSBN13062113,Login,2026-04-17 18:21:42
EVT00003376,CUSBN13062113,KYC Completed,11-Feb-2026
EVT00003377,CUSBN13062113,otp_verified,2025-06-21
EVT00003378,CUSSG25730662,kyc_completed,03-04-2025
EVT00003379,CUSSG25730662,Account Activated,2026-01-11 14:54:01
EVT00003380,CUSSG25730662,Esign_Completed,02-Dec-2025
EVT00003381,CUSSG25730662,Account Approved,28/10/2025
EVT00003382,CUSSG25730662,kyc_completed,2026-04-12
EVT00003383,CUSSG25730662,PAN Verified,03/03/2026
EVT00003384,CUSBN85011688,account_activated,04-07-2026
EVT00003385,CUSBN85011688,Login,20-Jan-2025
EVT00003386,CUSBN85011688,otp_verified,2025-11-10
EVT00003387,CUSBN85011688,Account Activated,01-Apr-2025
EVT00003388,CUSBN85011688,Account Approved,12-27-2025
EVT00003389,CUSBN85011688,Session Started,27/05/2025
EVT00003390,CUSBN85011688,Account Approved,04-30-2025
EVT00003391,CUSPY30981079,otp_verified,28-Feb-2025
EVT00003392,CUSPY30981079,Account Activated,06-21-2025
EVT00003393,CUSPY30981079,KYC Completed,2026-04-28
EVT00003394,CUSPY30981079,account_activated,17/02/2026
EVT00003395,CUSPY30981079,E-Sign Completed,08-Dec-2025
EVT00003396,CUSBZ24264250,otp_verified,03-08-2026
EVT00003397,CUSBZ24264250,Account Activated,06-06-2026
EVT00003398,CUSUH76755562,Account Approved,04-06-2026
EVT00003399,CUSUH76755562,OTP Verified,24/09/2025
EVT00003400,CUSUH76755562,Document Uploaded,03/02/2026
EVT00003401,CUSUH76755562,Esign_Completed,09/05/2025
EVT00003402,CUSUH76755562,Session Started,27/04/2026
EVT00003403,CUSMN71874960,Account Activated,11-25-2025
EVT00003404,CUSMN71874960,Session Started,24/03/2026
EVT00003405,CUSMN71874960,Account Activated,2025-02-12
EVT00003406,CUSMN71874960,PAN Verified,2025-04-01 16:10:25
EVT00003407,CUSMN71874960,kyc_completed,10/08/2025
EVT00003408,CUSMN71874960,Esign_Completed,17-Jul-2025
EVT00003409,CUSMN71874960,Account Activated,14-Apr-2025
EVT00003410,CUSMN71874960,PAN Verified,16-Jan-2026
EVT00003411,CUSMN71874960,Session Started,08-16-2025
EVT00003412,CUSVI69326573,Document Uploaded,2026-02-07 23:58:15
EVT00003413,CUSVI69326573,Document Uploaded,2026-04-17 05:04:03
EVT00003414,CUSVI69326573,Session Started,27-Jun-2025
EVT00003415,CUSVI69326573,Esign_Completed,2025-12-19 06:03:17
EVT00003416,CUSVI69326573,kyc_completed,2025-12-18 16:41:09
EVT00003417,CUSVI69326573,account_activated,2025-03-30
EVT00003418,CUSVI69326573,otp_verified,2025-05-22 23:12:47
EVT00003419,CUSNU55323415,Login,2025-09-11
EVT00003420,CUSNU55323415,Account Activated,2025-10-22
EVT00003421,CUSHQ96288743,kyc_completed,2025-06-27
EVT00003422,CUSHQ96288743,PAN Verified,26-Nov-2025
EVT00003423,CUSHQ96288743,otp_verified,05-12-2025
EVT00003424,CUSHQ96288743,KYC Completed,03/07/2025
EVT00003425,CUSHQ96288743,account_activated,2025-04-27 16:58:48
EVT00003426,CUSFX92707955,kyc_completed,02/07/2025
EVT00003427,CUSFX92707955,PAN Verified,03-03-2025
EVT00003428,CUSRH99625438,E-Sign Completed,21/11/2025
EVT00003429,CUSRH99625438,PAN Verified,2026-04-29 05:21:54
EVT00003430,CUSBT15802909,PAN Verified,02-06-2026
EVT00003431,CUSBT15802909,Esign_Completed,2026-03-12
EVT00003432,CUSBT15802909,account_activated,06-27-2025
EVT00003433,CUSBT15802909,Document Uploaded,22-Mar-2026
EVT00003434,CUSBT15802909,KYC Completed,10/06/2025
EVT00003435,CUSBT15802909,Account Activated,10-Jan-2025
EVT00003436,CUSBT15802909,otp_verified,2025-09-27 00:40:43
EVT00003437,CUSBT15802909,Esign_Completed,08/03/2026
EVT00003438,CUSBT15802909,Account Approved,2026-03-09
EVT00003439,CUSQF48374417,kyc_completed,09-23-2025
EVT00003440,CUSQF48374417,Session Started,23-Jun-2025
EVT00003441,CUSQF48374417,account_activated,2025-04-17 13:12:54
EVT00003442,CUSLO11005912,Account Approved,04-Apr-2025
EVT00003443,CUSLO11005912,KYC Completed,01-Apr-2026
EVT00003444,CUSEM33016583,Document Uploaded,2025-03-14 12:02:35
EVT00003445,CUSEM33016583,E-Sign Completed,2025-03-24 14:43:17
EVT00003446,CUSEM33016583,Esign_Completed,2025-08-25 16:58:19
EVT00003447,CUSEM33016583,Document Uploaded,20-Sep-2025
EVT00003448,CUSEM33016583,Document Uploaded,10-Mar-2026
EVT00003449,CUSEM33016583,account_activated,2025-05-09
EVT00003450,CUSLU42893113,Document Uploaded,2025-08-03 07:18:21
EVT00003451,CUSLU42893113,Esign_Completed,11-01-2025
EVT00003452,CUSLU42893113,KYC Completed,2025-12-09
EVT00003453,CUSLU42893113,Login,09-18-2025
EVT00003454,CUSLU42893113,kyc_completed,02/11/2025
EVT00003455,CUSFW80442101,Account Activated,20-Nov-2025
EVT00003456,CUSFW80442101,E-Sign Completed,2025-01-12
EVT00003457,CUSFW80442101,OTP Verified,16/10/2025
EVT00003458,CUSFW80442101,otp_verified,10-22-2025
EVT00003459,CUSFW80442101,Session Started,2026-03-19
EVT00003460,CUSFW80442101,Esign_Completed,2025-01-28 08:24:40
EVT00003461,CUSUI57575747,otp_verified,06-16-2025
EVT00003462,CUSUI57575747,Account Approved,2026-02-05 09:12:04
EVT00003463,CUSUI57575747,kyc_completed,07-12-2025
EVT00003464,CUSUI57575747,account_activated,2026-05-07 09:35:30
EVT00003465,CUSUI57575747,Account Activated,2026-01-18 05:23:18
EVT00003466,CUSUI57575747,otp_verified,04-Feb-2025
EVT00003467,CUSUI57575747,Esign_Completed,17-Jan-2026
EVT00003468,CUSOJ22660256,PAN Verified,16-Oct-2025
EVT00003469,CUSOJ22660256,PAN Verified,13/10/2025
EVT00003470,CUSOJ22660256,kyc_completed,08-Oct-2025
EVT00003471,CUSOJ22660256,Esign_Completed,20/10/2025
EVT00003472,CUSOJ22660256,PAN Verified,2026-03-19
EVT00003473,CUSOJ22660256,account_activated,18-Apr-2026
EVT00003474,CUSOM30762484,Login,04-Nov-2025
EVT00003475,CUSOM30762484,KYC Completed,2025-05-02 18:21:17
EVT00003476,CUSOM30762484,Login,24-Aug-2025
EVT00003477,CUSOK38736704,E-Sign Completed,2026-04-14
EVT00003478,CUSOK38736704,PAN Verified,26/09/2025
EVT00003479,CUSSV49691928,OTP Verified,2025-03-01
EVT00003480,CUSSV49691928,Account Activated,2025-10-08
EVT00003481,CUSSV49691928,Login,2025-01-11 19:11:26
EVT00003482,CUSSV49691928,KYC Completed,24/11/2025
EVT00003483,CUSSV49691928,account_activated,30-Sep-2025
EVT00003484,CUSUY74859532,otp_verified,2025-03-02
EVT00003485,CUSUY74859532,Account Approved,2025-06-10
EVT00003486,CUSUY74859532,account_activated,2025-10-16
EVT00003487,CUSUY74859532,account_activated,2026-03-22
EVT00003488,CUSUY74859532,OTP Verified,2025-02-28 14:11:59
EVT00003489,CUSUY74859532,kyc_completed,2025-09-07 04:32:14
EVT00003490,CUSUY74859532,OTP Verified,2025-07-15 00:17:37
EVT00003491,CUSEC95187794,Session Started,2026-02-18 00:08:30
EVT00003492,CUSEC95187794,E-Sign Completed,13-Apr-2026
EVT00003493,CUSEC95187794,E-Sign Completed,29/04/2026
EVT00003494,CUSZP24575983,otp_verified,04-Jan-2025
EVT00003495,CUSZP24575983,OTP Verified,2026-04-13 22:36:06
EVT00003496,CUSZP24575983,Account Activated,12-Mar-2026
EVT00003497,CUSZP24575983,Login,2026-05-05
EVT00003498,CUSZP24575983,account_activated,01-24-2026
EVT00003499,CUSXJ24006157,E-Sign Completed,03-Jul-2025
EVT00003500,CUSXJ24006157,Esign_Completed,04-13-2025
EVT00003501,CUSXJ24006157,Account Approved,03-Mar-2025
EVT00003502,CUSXJ24006157,Session Started,2025-08-25
EVT00003503,CUSJE29250105,Esign_Completed,2026-05-28
EVT00003504,CUSJE29250105,PAN Verified,02-10-2026
EVT00003505,CUSJE29250105,account_activated,14/10/2025
EVT00003506,CUSJE29250105,Account Approved,29/12/2025
EVT00003507,CUSIJ90802711,PAN Verified,2025-05-10
EVT00003508,CUSIJ90802711,kyc_completed,2025-09-18 03:06:02
EVT00003509,CUSIJ90802711,account_activated,2026-04-11
EVT00003510,CUSIJ90802711,kyc_completed,2025-11-15 03:39:01
EVT00003511,CUSIJ90802711,kyc_completed,11-17-2025
EVT00003512,CUSIJ90802711,account_activated,2025-09-20 05:35:37
EVT00003513,CUSIJ90802711,Account Activated,18/01/2025
EVT00003514,CUSIJ90802711,Session Started,05-01-2025
EVT00003515,CUSIJ90802711,KYC Completed,2025-01-17 05:45:49
EVT00003516,CUSKH86628137,Account Activated,10-19-2025
EVT00003517,CUSKH86628137,Document Uploaded,18-Oct-2025
EVT00003518,CUSKH86628137,Esign_Completed,20/11/2025
EVT00003519,CUSWS28556608,KYC Completed,06-28-2026
EVT00003520,CUSWS28556608,Session Started,2025-08-26
EVT00003521,CUSWS28556608,account_activated,10/07/2025
EVT00003522,CUSWS28556608,Session Started,2025-07-13
EVT00003523,CUSWS28556608,KYC Completed,14-Jan-2025
EVT00003524,CUSWS28556608,Document Uploaded,15/02/2025
EVT00003525,CUSWS28556608,Document Uploaded,2025-03-18
EVT00003526,CUSAO95826328,kyc_completed,07-07-2025
EVT00003527,CUSAO95826328,E-Sign Completed,11/03/2026
EVT00003528,CUSAO95826328,E-Sign Completed,29/01/2026
EVT00003529,CUSAO95826328,Document Uploaded,03-Nov-2025
EVT00003530,CUSAO95826328,Session Started,15-Jul-2025
EVT00003531,CUSAO95826328,Session Started,21-Nov-2025
EVT00003532,CUSXZ61470798,Esign_Completed,18/05/2026
EVT00003533,CUSXZ61470798,OTP Verified,01-30-2026
EVT00003534,CUSXZ61470798,Login,10/11/2025
EVT00003535,CUSXZ61470798,OTP Verified,2025-01-06 01:23:04
EVT00003536,CUSNL39438040,OTP Verified,2025-08-07 15:13:59
EVT00003537,CUSNL39438040,PAN Verified,03/01/2025
EVT00003538,CUSNL39438040,OTP Verified,2025-11-03 19:09:12
EVT00003539,CUSNL39438040,kyc_completed,02-Sep-2025
EVT00003540,CUSNL39438040,PAN Verified,26/01/2025
EVT00003541,CUSNL39438040,PAN Verified,14-Feb-2026
EVT00003542,CUSNL39438040,E-Sign Completed,19-Jun-2025
EVT00003543,CUSNL39438040,account_activated,06-12-2026
EVT00003544,CUSNL39438040,PAN Verified,23-Mar-2026
EVT00003545,CUSRA19100900,KYC Completed,2025-08-28
EVT00003546,CUSRA19100900,Document Uploaded,07-19-2025
EVT00003547,CUSRA19100900,Document Uploaded,08-19-2025
EVT00003548,CUSRA19100900,kyc_completed,03-Jul-2025
EVT00003549,CUSRA19100900,Document Uploaded,08-14-2025
EVT00003550,CUSRA19100900,Login,06-28-2026
EVT00003551,CUSRA19100900,Account Activated,2025-04-21
EVT00003552,CUSHO40142473,Document Uploaded,10-14-2025
EVT00003553,CUSHO40142473,Login,09/06/2025
EVT00003554,CUSHO40142473,kyc_completed,2025-04-29 19:06:35
EVT00003555,CUSHO40142473,OTP Verified,2025-03-15 00:56:36
EVT00003556,CUSHO40142473,Esign_Completed,2025-05-09 09:30:38
EVT00003557,CUSHO40142473,Account Approved,04-13-2026
EVT00003558,CUSHO40142473,Document Uploaded,06-29-2026
EVT00003559,CUSCF71231660,Esign_Completed,2026-05-08
EVT00003560,CUSCF71231660,KYC Completed,2025-03-09
EVT00003561,CUSCF71231660,Session Started,04-24-2025
EVT00003562,CUSCF71231660,account_activated,2025-04-28
EVT00003563,CUSCF71231660,Session Started,04-28-2026
EVT00003564,CUSSF33700968,E-Sign Completed,2025-09-09 19:50:07
EVT00003565,CUSSF33700968,Account Activated,07-31-2025
EVT00003566,CUSSF33700968,Account Activated,02-16-2025
EVT00003567,CUSSF33700968,Session Started,04-11-2025
EVT00003568,CUSSF33700968,Document Uploaded,25-Nov-2025
EVT00003569,CUSSF33700968,OTP Verified,03-29-2026
EVT00003570,CUSSF33700968,Account Activated,2025-04-21 01:57:26
EVT00003571,CUSSF33700968,PAN Verified,10-02-2025
EVT00003572,CUSSF33700968,kyc_completed,2026-06-08
EVT00003573,CUSDW25562965,kyc_completed,01/12/2025
EVT00003574,CUSDW25562965,Account Activated,05-08-2025
EVT00003575,CUSDW25562965,otp_verified,2026-01-08 08:39:29
EVT00003576,CUSDW25562965,kyc_completed,14/08/2025
EVT00003577,CUSIO82058295,Esign_Completed,2025-09-08
EVT00003578,CUSIO82058295,account_activated,05-03-2026
EVT00003579,CUSIO82058295,account_activated,04-21-2026
EVT00003580,CUSIO82058295,Login,01/12/2025
EVT00003581,CUSIO82058295,Login,01/09/2025
EVT00003582,CUSUU04823571,Document Uploaded,11-Feb-2025
EVT00003583,CUSUU04823571,account_activated,08-Aug-2025
EVT00003584,CUSUU04823571,Session Started,13-Jan-2025
EVT00003585,CUSUU04823571,Login,2025-01-23
EVT00003586,CUSUU04823571,KYC Completed,2025-02-17 08:20:48
EVT00003587,CUSUU04823571,Login,02-Sep-2025
EVT00003588,CUSUU04823571,Login,2026-04-09 12:42:25
EVT00003589,CUSWZ08172143,KYC Completed,09/11/2025
EVT00003590,CUSWZ08172143,PAN Verified,2026-01-04 14:52:39
EVT00003591,CUSWZ08172143,KYC Completed,2026-05-09 23:16:11
EVT00003592,CUSWZ08172143,Esign_Completed,2025-04-05
EVT00003593,CUSWZ08172143,PAN Verified,2026-01-21 21:40:48
EVT00003594,CUSWZ08172143,kyc_completed,23-Jan-2025
EVT00003595,CUSWZ08172143,otp_verified,09-13-2025
EVT00003596,CUSWZ08172143,otp_verified,2025-10-28
EVT00003597,CUSWZ08172143,kyc_completed,12-Apr-2026
EVT00003598,CUSVY71656094,account_activated,01-May-2026
EVT00003599,CUSVY71656094,KYC Completed,20-Apr-2025
EVT00003600,CUSVY71656094,Account Approved,2025-08-21 18:32:30
EVT00003601,CUSVY71656094,PAN Verified,03-06-2026
EVT00003602,CUSVY71656094,account_activated,06-10-2026
EVT00003603,CUSVY71656094,Document Uploaded,31/03/2026
EVT00003604,CUSVY71656094,Account Activated,2025-06-28
EVT00003605,CUSWR47681699,Account Activated,04/10/2025
EVT00003606,CUSWR47681699,Account Activated,2026-04-08 20:11:20
EVT00003607,CUSXT53970548,E-Sign Completed,08-Aug-2025
EVT00003608,CUSXT53970548,otp_verified,2025-06-29
EVT00003609,CUSXT53970548,otp_verified,2025-03-19
EVT00003610,CUSSH49680491,Account Activated,2025-02-01
